Item name,Price,Quantity,Category,Image 1,Item id
Ajmi Pappadums 200g,2.39,9,Indian Snacks,https://images.sumup.com/img_EF0F6F6816DCC31E7405F3B323,550e8400-e29b-41d4-a716-446655400339
Milkybar White Chocolate 25g,0.59,17,Chocolate • Sweets • Treats,https://images.sumup.com/img_60800AF4FB074B866660B774C3,550e8400-e29b-41d4-a716-446655400340
Schwartz Paprika 30g,1.99,28,Spices • Seasonings,https://images.sumup.com/img_317A6B2A46D6CCC8840D411C83,550e8400-e29b-41d4-a716-446655400341
Marmite Original 250g,3.49,36,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400342
Warburtons Toastie Bread 800g,1.39,28,Bakery • Bread,https://images.sumup.com/img_02C50F49E0447536FE37AFC4FA,550e8400-e29b-41d4-a716-446655400343
Barefoot Merlot 750g,7.99,34,Wines,https://images.sumup.com/img_C774D7516D75816B4C64EC1063,550e8400-e29b-41d4-a716-446655400344
Ajmi Pappadums 200g,2.39,30,Indian Snacks,https://images.sumup.com/img_EF0F6F6816DCC31E7405F3B323,550e8400-e29b-41d4-a716-446655400345
MDH Garam Masala 100g,2.89,47,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400346
Perrier Sparkling Water 330g,1.19,22,Soft Drinks • Water • Shakes,https://images.sumup.com/img_DC6ED9C2AD506AC7DFAB5B512F,550e8400-e29b-41d4-a716-446655400347
19 Crimes Chardonnay White Wine 750g,11.29,26,Wines,https://images.sumup.com/img_18142A364AB4862EB840BB3903,550e8400-e29b-41d4-a716-446655400348
Barefoot Pinot Grigio 750g,7.99,42,Wines,https://images.sumup.com/img_1234576F9F3FF85C71A247485B,550e8400-e29b-41d4-a716-446655400349
Heinz Tomato Ketchup 910g,3.99,50,Condiments • Sauces,https://images.sumup.com/img_781F2DBA84E7D35E8FD4A64162,550e8400-e29b-41d4-a716-446655400350
TRS Chana Dal 2kg,6.99,22,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400351
Muller Rice Original 190g,0.85,34,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400352
Twix Twin Bar 75g,1.29,41,Chocolate • Sweets • Treats,https://images.sumup.com/img_3C7D4EC7F9812755981B158330,550e8400-e29b-41d4-a716-446655400353
TRS Red Lentils 2kg,6.99,29,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400354
Natco Coconut Milk 400g,1.39,50,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400355
Echo Falls White Zinfandel 750g,6.49,50,Wines,https://images.sumup.com/img_CD00AC3E6E8AEC4A5DE84A6000,550e8400-e29b-41d4-a716-446655400356
Smirnoff Vodka 350g,13.99,38,Spirits,https://images.sumup.com/img_62B45597B9E9FFD63D6D36E17C,550e8400-e29b-41d4-a716-446655400357
Bonne Maman Strawberry Jam 370g,2.49,31,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400358
Flash All Purpose Cleaner 500ml,2.99,47,Household,https://images.sumup.com/img_FF49F6F1E30713B5FA659A04A8,550e8400-e29b-41d4-a716-446655400359
Haldiram's Bhujia 400g,4.99,50,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400360
MDH Garam Masala 100g,2.89,43,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400361
MDH Garam Masala 100g,2.89,6,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400362
Haribo Tangfastics 140g,1.19,4,Chocolate • Sweets • Treats,https://images.sumup.com/img_A0324922DD136800C8FCFD01DA,550e8400-e29b-41d4-a716-446655400363
HP Brown Sauce 255g,2.19,31,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400364
Blue Dragon Soy Sauce 150g,1.99,36,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400365
Natco Coconut Milk 400g,1.39,17,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400366
Natco Coconut Milk 400g,1.39,18,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400367
Rockstar Energy 500g,1.69,19,Energy Drinks,https://images.sumup.com/img_76D4C2CBE3AEB8B530C03C2DE3,550e8400-e29b-41d4-a716-446655400368
Nestle Cheerios 600g,4.49,35,Breakfast Cereals,https://images.sumup.com/img_607482BCEFA2F2C8DE56FBA530,550e8400-e29b-41d4-a716-446655400369
Old Speckled Hen 500g,2.29,5,Beers,https://images.sumup.com/img_033231E2E54ABF8E280A88CD42,550e8400-e29b-41d4-a716-446655400370
Heinz Mayonnaise 400g,2.79,47,Condiments • Sauces,https://images.sumup.com/img_8A3B1217782659840F5D127A14,550e8400-e29b-41d4-a716-446655400371
Walkers Salt & Vinegar 65g,1.09,13,Crisps • Snacks,https://images.sumup.com/img_3371477CA6A0C16D3DF7C676C7,550e8400-e29b-41d4-a716-446655400372
Bonne Maman Strawberry Jam 370g,2.49,33,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400373
Uncle Ben's Basmati Rice 1000ml,4.49,5,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400374
Fanta Orange 500g,1.19,30,Soft Drinks • Water • Shakes,https://images.sumup.com/img_65C05F4EF12B1B46037D56E15C,550e8400-e29b-41d4-a716-446655400375
Weetabix Original 48g,3.99,0,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400376
McVitie's Chocolate Digestives 266g,1.79,15,Biscuits • Cookies,https://images.sumup.com/img_A3A9FD7F803619C2423B693F5A,550e8400-e29b-41d4-a716-446655400377
Flora Original 500g,2.99,25,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400378
Nescafe Original 200g,8.99,46,Coffee • Tea,https://images.sumup.com/img_BAD294475EC2C34EF6D96DEC5B,550e8400-e29b-41d4-a716-446655400379
Bonne Maman Strawberry Jam 370g,2.49,10,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400380
Hellmann's Real Mayonnaise 400g,2.99,15,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400381
San Miguel Lager 660g,3.29,39,Beers,https://images.sumup.com/img_583218DA16DFBB8C9E902ACF54,550e8400-e29b-41d4-a716-446655400382
Lurpak Butter 500g,6.99,6,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400383
San Pellegrino Sparkling 500g,1.79,49,Soft Drinks • Water • Shakes,https://images.sumup.com/img_EF821076AACE2D87E79B3C3A25,550e8400-e29b-41d4-a716-446655400384
Blue Dragon Soy Sauce 150g,1.99,41,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400385
Andrex Gentle Clean Toilet Tissue 9ml,5.99,47,Household,https://images.sumup.com/img_EFFC136A550944AB68636C97BE,550e8400-e29b-41d4-a716-446655400386
Dr Pepper 330g,1.09,50,Soft Drinks • Water • Shakes,https://images.sumup.com/img_5A2BE0DB2A48E3A257C8CC5862,550e8400-e29b-41d4-a716-446655400387
Kellogg's Frosties 500g,3.49,0,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400388
San Pellegrino Sparkling 330g,1.29,12,Soft Drinks • Water • Shakes,https://images.sumup.com/img_EF821076AACE2D87E79B3C3A25,550e8400-e29b-41d4-a716-446655400389
Ajmi Pappadums 200g,2.39,20,Indian Snacks,https://images.sumup.com/img_EF0F6F6816DCC31E7405F3B323,550e8400-e29b-41d4-a716-446655400390
HP Brown Sauce 425g,3.19,8,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400391
Peroni Nastro Azzurro 330g,1.99,25,Beers,https://images.sumup.com/img_FC6147BC2BDAFC6AC6208E37EE,550e8400-e29b-41d4-a716-446655400392
Red Bull Sugar Free 250g,1.69,16,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400393
Volvic Touch of Fruit 1500ml,1.99,3,Soft Drinks • Water • Shakes,https://images.sumup.com/img_49340E41983CB5FE588027D984,550e8400-e29b-41d4-a716-446655400394
Walkers Ready Salted 65g,1.09,11,Crisps • Snacks,https://images.sumup.com/img_B4AC3CEE272A765DE36763C9FC,550e8400-e29b-41d4-a716-446655400395
Monster Energy Ultra 500g,1.89,34,Energy Drinks,https://images.sumup.com/img_582BDE5B67C5FAB2BC77984FAF,550e8400-e29b-41d4-a716-446655400396
Lucozade Energy Original 500g,1.69,14,Energy Drinks,https://images.sumup.com/img_E81F410AB2A0C5E24E3DD2F6A5,550e8400-e29b-41d4-a716-446655400397
Nescafe Original 200g,8.99,23,Coffee • Tea,https://images.sumup.com/img_BAD294475EC2C34EF6D96DEC5B,550e8400-e29b-41d4-a716-446655400398
Red Bull Energy Drink 473g,2.99,35,Energy Drinks,https://images.sumup.com/img_0454C4D8E69D0BC90871FF2A35,550e8400-e29b-41d4-a716-446655400399
Kinder Bueno 43g,0.89,24,Chocolate • Sweets • Treats,https://images.sumup.com/img_25CA536F2CE7FBE14B2651E5CE,550e8400-e29b-41d4-a716-446655400400
Red Bull Sugar Free 250g,1.69,36,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400401
Dr Pepper 500g,1.39,44,Soft Drinks • Water • Shakes,https://images.sumup.com/img_5A2BE0DB2A48E3A257C8CC5862,550e8400-e29b-41d4-a716-446655400402
Hovis Soft White Bread 800g,1.29,48,Bakery • Bread,https://images.sumup.com/img_092DFDDE92B7FBD63AB17AB447,550e8400-e29b-41d4-a716-446655400403
Warburtons Crumpets 8g,1.29,4,Bakery • Bread,https://images.sumup.com/img_EA8981F85FECBCC086587EDE2F,550e8400-e29b-41d4-a716-446655400404
Old Speckled Hen 500g,2.29,8,Beers,https://images.sumup.com/img_033231E2E54ABF8E280A88CD42,550e8400-e29b-41d4-a716-446655400405
Uncle Ben's Basmati Rice 1000ml,4.49,28,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400406
TRS Red Lentils 1kg,3.99,16,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400407
Irn-Bru Original 500g,1.29,41,Soft Drinks • Water • Shakes,https://images.sumup.com/img_4C02A1EF85F010334BCF5E86ED,550e8400-e29b-41d4-a716-446655400408
Muller Corner Vanilla 135g,0.75,40,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400409
TRS Red Lentils 2kg,6.99,50,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400410
Guinness Draught 440g,2.19,38,Beers,https://images.sumup.com/img_53DE3D8517C777EA4AB2A1DF63,550e8400-e29b-41d4-a716-446655400411
McCoy's Salt & Malt Vinegar 85g,1.49,11,Crisps • Snacks,https://images.sumup.com/img_3AD98CEE69157A0FB1A43CC492,550e8400-e29b-41d4-a716-446655400412
Cathedral City Mature Cheddar 200g,3.29,4,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400413
Yeo Valley Natural Yogurt 500g,2.49,24,Cheese • Dairy,https://images.sumup.com/img_97B0A00CB9E8F5532D355CC2D7,550e8400-e29b-41d4-a716-446655400414
Hartley's Best Raspberry Jam 340g,1.99,3,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400415
Kingsmill 50/50 Bread 800g,1.29,30,Bakery • Bread,https://images.sumup.com/img_5474F2568C5160DC4BFB10E864,550e8400-e29b-41d4-a716-446655400416
Warburtons Teacakes 6g,1.09,28,Bakery • Bread,https://images.sumup.com/img_6AF820A94FEF912E057EFDF932,550e8400-e29b-41d4-a716-446655400417
Nescafe Gold Blend 100g,5.99,46,Coffee • Tea,https://images.sumup.com/img_BF24D8ABC25AF70214E5CDE6CC,550e8400-e29b-41d4-a716-446655400418
McVitie's Digestives 300g,1.49,9,Biscuits • Cookies,https://images.sumup.com/img_6732DFC1E3C6604F6B5F0B5E0A,550e8400-e29b-41d4-a716-446655400419
Oreo Original 330g,2.79,36,Biscuits • Cookies,https://images.sumup.com/img_A53A7835344E7BE30A6B9D7AB6,550e8400-e29b-41d4-a716-446655400420
Monster Energy Ultra 500g,1.89,15,Energy Drinks,https://images.sumup.com/img_582BDE5B67C5FAB2BC77984FAF,550e8400-e29b-41d4-a716-446655400421
TRS Chana Dal 2kg,6.99,11,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400422
Bonne Maman Strawberry Jam 370g,2.49,45,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400423
Warburtons Teacakes 6g,1.09,44,Bakery • Bread,https://images.sumup.com/img_6AF820A94FEF912E057EFDF932,550e8400-e29b-41d4-a716-446655400424
Pringles Original 165g,2.29,19,Crisps • Snacks,https://images.sumup.com/img_CFD86ABD22E85B7AC54B17F85C,550e8400-e29b-41d4-a716-446655400425
Lambrini Original 750g,3.99,37,Wines,https://images.sumup.com/img_1035B2AF82C969A78B6563E9F8,550e8400-e29b-41d4-a716-446655400426
Monster Energy Ultra 500g,1.89,27,Energy Drinks,https://images.sumup.com/img_582BDE5B67C5FAB2BC77984FAF,550e8400-e29b-41d4-a716-446655400427
Natco Coconut Milk 400g,1.39,33,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400428
Muller Rice Original 190g,0.85,23,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400429
Haldiram's Aloo Bhujia 200g,2.79,30,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400430
Jaffa Cakes 110g,0.99,14,Biscuits • Cookies,https://images.sumup.com/img_08D63C8C5D8159181CB34C39B4,550e8400-e29b-41d4-a716-446655400431
Haribo Tangfastics 140g,1.19,20,Chocolate • Sweets • Treats,https://images.sumup.com/img_A0324922DD136800C8FCFD01DA,550e8400-e29b-41d4-a716-446655400432
Hovis Soft White Bread 800g,1.29,28,Bakery • Bread,https://images.sumup.com/img_092DFDDE92B7FBD63AB17AB447,550e8400-e29b-41d4-a716-446655400433
Kellogg's Frosties 500g,3.49,25,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400434
Evian Natural Mineral Water 1500ml,1.79,30,Soft Drinks • Water • Shakes,https://images.sumup.com/img_B9A5DCDA7F1A8F7699197641B8,550e8400-e29b-41d4-a716-446655400435
19 Crimes Red Blend 750g,11.29,7,Wines,https://images.sumup.com/img_0E202F72DC9F1C1496484CA095,550e8400-e29b-41d4-a716-446655400436
Fairy Liquid Original 625g,2.99,15,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400437
TRS Chana Dal 2kg,6.99,16,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400438
Muller Corner Vanilla 135g,0.75,42,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400439
M&M's Peanut 165g,2.99,4,Chocolate • Sweets • Treats,https://images.sumup.com/img_F159C316534B3BFE38D2875A23,550e8400-e29b-41d4-a716-446655400440
Andrex Classic Clean Toilet Tissue 18ml,9.99,34,Household,https://images.sumup.com/img_64386D34B1EBEBA132C4DFC983,550e8400-e29b-41d4-a716-446655400441
Laila Basmati Rice 5kg,12.99,12,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400442
TRS Red Lentils 2kg,6.99,10,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400443
TRS Chana Dal 2kg,6.99,37,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400444
Quaker Oats So Simple 432g,3.99,9,Breakfast Cereals,https://images.sumup.com/img_19FCF432A533546959EEE3D156,550e8400-e29b-41d4-a716-446655400445
Fairy Liquid Original 900g,3.99,16,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400446
Haldiram's Aloo Bhujia 200g,2.79,43,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400447
Bonne Maman Strawberry Jam 370g,2.49,3,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400448
Famous Grouse Scotch Whisky 700g,19.99,22,Spirits,https://images.sumup.com/img_E8C0ED8345E4CC9C3A931191E0,550e8400-e29b-41d4-a716-446655400449
Natco Coconut Milk 400g,1.39,19,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400450
Hovis Wholemeal Bread 800g,1.39,8,Bakery • Bread,https://images.sumup.com/img_D34D59139B499929BC8B0A6B06,550e8400-e29b-41d4-a716-446655400451
Nestle Shreddies 675g,4.49,13,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400452
Echo Falls White Zinfandel 750g,6.49,44,Wines,https://images.sumup.com/img_CD00AC3E6E8AEC4A5DE84A6000,550e8400-e29b-41d4-a716-446655400453
Hartley's Best Raspberry Jam 340g,1.99,24,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400454
Muller Corner Vanilla 135g,0.75,40,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400455
Lucozade Sport Orange 500g,1.49,32,Energy Drinks,https://images.sumup.com/img_B68001C2DB1EA5C379D7A71D88,550e8400-e29b-41d4-a716-446655400456
Baileys Strawberries & Cream 700g,15.99,2,Liqueurs,https://images.sumup.com/img_F1FEC854FDB1F78FEDF78DB73F,550e8400-e29b-41d4-a716-446655400457
Lurpak Butter 500g,6.99,45,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400458
Lambrini Original 750g,3.99,49,Wines,https://images.sumup.com/img_1035B2AF82C969A78B6563E9F8,550e8400-e29b-41d4-a716-446655400459
Bikaji Aloo Bhujia 400g,3.99,26,Indian Snacks,https://images.sumup.com/img_26CF4F029C13DF2F2032F2DD79,550e8400-e29b-41d4-a716-446655400460
Tilda Pure Basmati Rice 500g,2.79,19,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400461
Yeo Valley Natural Yogurt 500g,2.49,13,Cheese • Dairy,https://images.sumup.com/img_97B0A00CB9E8F5532D355CC2D7,550e8400-e29b-41d4-a716-446655400462
Flora Original 500g,2.99,26,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400463
Peroni Nastro Azzurro 330g,1.99,37,Beers,https://images.sumup.com/img_FC6147BC2BDAFC6AC6208E37EE,550e8400-e29b-41d4-a716-446655400464
Persil Washing Powder 1300ml,7.99,23,Household,https://images.sumup.com/img_64B79A709EA636903D19FA6B24,550e8400-e29b-41d4-a716-446655400465
19 Crimes Red Blend 750g,11.29,9,Wines,https://images.sumup.com/img_0E202F72DC9F1C1496484CA095,550e8400-e29b-41d4-a716-446655400466
Corona Extra 355g,2.19,39,Beers,https://images.sumup.com/img_0286381C369C1F043B25D7F053,550e8400-e29b-41d4-a716-446655400467
Pringles Original 165g,2.29,6,Crisps • Snacks,https://images.sumup.com/img_CFD86ABD22E85B7AC54B17F85C,550e8400-e29b-41d4-a716-446655400468
Haldiram's Aloo Bhujia 200g,2.79,26,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400469
Laila Basmati Rice 5kg,12.99,6,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400470
Rajah Curry Powder 100g,2.19,23,Spices • Seasonings,https://images.sumup.com/img_FCBB17E3505B9A72603E42C294,550e8400-e29b-41d4-a716-446655400471
Kenco Smooth 100g,5.99,23,Coffee • Tea,https://images.sumup.com/img_CF63F33360A765C5D09249DAA2,550e8400-e29b-41d4-a716-446655400472
Walkers Ready Salted 150g,2.49,29,Crisps • Snacks,https://images.sumup.com/img_B4AC3CEE272A765DE36763C9FC,550e8400-e29b-41d4-a716-446655400473
Douwe Egberts Pure Gold 190g,9.49,45,Coffee • Tea,https://images.sumup.com/img_5983F61B3F26282ED13BE0F788,550e8400-e29b-41d4-a716-446655400474
Cathedral City Mature Cheddar 550g,7.49,28,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400475
Peanut Butter Smooth 340g,2.29,2,Spreads • Jams,https://images.sumup.com/img_9E41597E69B825EDE4290CBDC4,550e8400-e29b-41d4-a716-446655400476
Muller Corner Vanilla 135g,0.75,3,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400477
Nestle Shreddies 675g,4.49,32,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400478
Tilda Pure Basmati Rice 500g,2.79,37,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400479
Philadelphia Soft Cheese 280g,3.29,28,Cheese • Dairy,https://images.sumup.com/img_5987200AA8B7B7FD7EB166F1C6,550e8400-e29b-41d4-a716-446655400480
Muller Corner Vanilla 135g,0.75,44,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400481
Cif Cream Cleaner 500ml,1.99,19,Household,https://images.sumup.com/img_A8D9BB8B32AA4814619951FBE9,550e8400-e29b-41d4-a716-446655400482
Red Bull Sugar Free 355g,2.29,50,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400483
Nescafe Gold Blend 100g,5.99,49,Coffee • Tea,https://images.sumup.com/img_BF24D8ABC25AF70214E5CDE6CC,550e8400-e29b-41d4-a716-446655400484
19 Crimes Chardonnay White Wine 750g,11.29,16,Wines,https://images.sumup.com/img_18142A364AB4862EB840BB3903,550e8400-e29b-41d4-a716-446655400485
Rio Tropical 330g,1.05,28,Soft Drinks • Water • Shakes,https://images.sumup.com/img_D637AE5D09D251340B458F09F7,550e8400-e29b-41d4-a716-446655400486
Nescafe Gold Blend 100g,5.99,46,Coffee • Tea,https://images.sumup.com/img_BF24D8ABC25AF70214E5CDE6CC,550e8400-e29b-41d4-a716-446655400487
Jaffa Cakes 110g,0.99,34,Biscuits • Cookies,https://images.sumup.com/img_08D63C8C5D8159181CB34C39B4,550e8400-e29b-41d4-a716-446655400488
MDH Garam Masala 100g,2.89,39,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400489
Dettol Antibacterial Surface Spray 500g,3.39,17,Household,https://images.sumup.com/img_6DD32EA39290D72BE8406E2ABC,550e8400-e29b-41d4-a716-446655400490
Kahlua Coffee Liqueur 700g,16.99,32,Liqueurs,https://images.sumup.com/img_74621E65CB55670C992D15A2FB,550e8400-e29b-41d4-a716-446655400491
MDH Garam Masala 100g,2.89,6,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400492
HP Brown Sauce 425g,3.19,29,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400493
HP Brown Sauce 255g,2.19,27,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400494
Lurpak Butter 500g,6.99,35,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400495
Weetabix Original 72g,5.49,36,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400496
Haldiram's Bhujia 400g,4.99,38,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400497
HP Brown Sauce 255g,2.19,22,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400498
Laila Basmati Rice 5kg,12.99,28,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400499
Kingsmill 50/50 Bread 800g,1.29,45,Bakery • Bread,https://images.sumup.com/img_5474F2568C5160DC4BFB10E864,550e8400-e29b-41d4-a716-446655400500
Baileys Strawberries & Cream 700g,15.99,23,Liqueurs,https://images.sumup.com/img_F1FEC854FDB1F78FEDF78DB73F,550e8400-e29b-41d4-a716-446655400501
Warburtons Teacakes 6g,1.09,2,Bakery • Bread,https://images.sumup.com/img_6AF820A94FEF912E057EFDF932,550e8400-e29b-41d4-a716-446655400502
19 Crimes Red Blend 750g,11.29,27,Wines,https://images.sumup.com/img_0E202F72DC9F1C1496484CA095,550e8400-e29b-41d4-a716-446655400503
Kenco Smooth 200g,9.99,21,Coffee • Tea,https://images.sumup.com/img_CF63F33360A765C5D09249DAA2,550e8400-e29b-41d4-a716-446655400504
Haldiram's Bhujia 400g,4.99,43,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400505
Kellogg's Coco Pops 480g,3.49,39,Breakfast Cereals,https://images.sumup.com/img_8E8BFC5EDC47E21050C8699F65,550e8400-e29b-41d4-a716-446655400506
Stella Artois Lager 660g,2.99,46,Beers,https://images.sumup.com/img_421021917A91DB3C8ACF0BAD89,550e8400-e29b-41d4-a716-446655400507
Red Bull Sugar Free 355g,2.29,29,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400508
Hovis Soft White Bread 800g,1.29,34,Bakery • Bread,https://images.sumup.com/img_092DFDDE92B7FBD63AB17AB447,550e8400-e29b-41d4-a716-446655400509
